sentence_id,doc_key,sentence,label
28665,DB_190,Outbrain has a dedicated security team.,Description of Right to Know PI Collected
28668,DB_190,Business Partners have access to certain password-protected features of the Amplify or Engage service.,Description of Right to Know PI sold / shared
28669,DB_190,Business Partners are responsible for keeping this password confidential and for ensuring the same for their employees and/or their agents.,Description of Right to Know PI sold / shared
28670,DB_190,"Please remember that, unfortunately, the transmission of information via the internet is never completely secure.",Description of Right to Know PI sold / shared
28702,DB_190,The categories of third parties with whom we share Personal Information.,Description of Right to Know PI sold / shared
28709,DB_190,You can request a copy of the Personal Information that we have collected about you during the past 12 months.,Description of Right to Know PI Collected
28711,DB_190,"If we sell your Personal Information, you can opt-out.",Description of Right to Opt-out of sale of PI
28716,DB_190,This means that we will not penalize you for exercising your rights by taking actions such as denying you services; increasing the price/rate of services; decreasing service quality; or suggesting that we may penalize you as described above for exercising your rights.,Description of Right to Non-discrimination on exercising rights
28729,DB_190,"This is because we allow them to collect information from our website users (e.g., online identifiers and browsing activity) so they can help serve ads more likely to interest you",Description of Right to Opt-out of sale of PI
28744,DB_190,8. “Do Not Track” Disclosure,Description of Right to Know PI Collected
28745,DB_190,Some browsers transmit Do Not Track (DNT) signals to websites.,Description of Right to Know PI Collected
28774,DB_190,"Whether we have disclosed your Personal Information for a business purpose, and if so, the categories of Personal Information received by each category of third party recipient.\nWhether we’ve sold your Personal Information, and if so, the categories of Personal Information received by each category of third party recipient.",Description of Right to Know PI sold / shared
28825,DB_191,The specific pieces of personal information we collected about you (also called a data portability request).,Description of Right to Know PI Collected
28829,DB_191,"Once we receive and confirm your verifiable consumer request (see Exercising Access, Data Portability, and Deletion Rights ), we will delete (and direct our service providers to delete) your personal information from our records, unless an exception applies.",Description of Right to Delete
28840,DB_191,"Non-Discrimination: We will not discriminate against you for exercising any of your rights, including, but not limited to, by Denying you goods or services; Charging you different prices or rates for goods or services, including through granting discounts or other benefits, or imposing penalties; Providing you a different level or quality of goods or services; or Suggesting that you may receive a different price or rate for goods or services or a different level or quality of goods or services.",Description of Right to Non-discrimination on exercising rights
